year,session,code,unit,max_mark,a*,a,b,c,d,e,u
2016,Jun,WPS01,Social and cognitive psychology,64,,35,31,27,23,20,0
2016,Jun,WPS02,"Biological psychology, learning theories",96,,55,48,41,34,28,0
2016,Jun,WST01,Statistics S1,75,,59,52,45,38,31,0
2016,Jun,WST02,Statistics S2,75,68,62,54,47,40,33,0
2016,Jun,WST03,Statistics S3,75,69,63,56,49,42,36,0
2016,Jun,YLA0,International A level Law,100,62,56,50,45,40,35,0
2016,Jan,WAC01,Unit 1: The Accounting System and,200,,149,130,111,92,74,0
2016,Jan,WAC02,Unit 2: Corporate and Management,200,165,147,129,111,93,75,0
2016,Jan,WBI01,"Lifestyle, Transport, Genes and Health",80,,57,51,45,39,33,0
2016,Jan,WBI02,"Development, Plants and the Environment",80,,54,49,44,40,36,0
2016,Jan,WBI03,Practical Biology and Research Skills,40,,29,25,21,18,15,0
2016,Jan,WBI04,The Natural Environment and Species,90,61,56,51,46,41,36,0
2016,Jan,WBI05,"Energy, Exercise and Coordination",90,69,64,59,54,49,45,0
2016,Jan,WBI06,Practical Biology and Investigative Skills,50,38,33,28,23,18,14,0
2016,Jan,WBS01,Business Enterprise,80,,53,47,41,36,31,0
2016,Jan,WBS02,Business Structures and Processes,80,,51,47,43,39,35,0
2016,Jan,WBS03,Strategic Business Decisions,80,62,57,52,47,43,39,0
2016,Jan,WBS04,Business in a Global Context,80,64,58,52,46,41,36,0
2016,Jan,WCH01,Core Principles Of Chemistry,80,,68,62,56,50,44,0
2016,Jan,WCH02,Application of Core Principles of Chemistry,80,,63,58,53,48,43,0
2016,Jan,WCH03,Chemistry Laboratory Skills I,50,,31,27,24,21,18,0
2016,Jan,WCH04,"General Principles Of Chemistry I: Rates,",90,80,73,66,59,53,47,0
2016,Jan,WCH05,General Principles Of Chemistry II –,90,66,60,54,48,42,37,0
2016,Jan,WCH06,Chemistry Laboratory Skills II,50,31,28,25,22,19,16,0
2016,Jan,WDM01,Decision Mathematics D1,75,,60,54,48,43,38,0
2016,Jan,WEC01,Markets in Action,80,,64,57,50,43,37,0
2016,Jan,WEC02,Macroeconomic Performance and Policy,80,,56,50,45,40,35,0
2016,Jan,WEC03,Business Behavior,80,65,59,53,47,41,36,0
2016,Jan,WEC04,Developments in the Global Economy,80,62,56,50,44,38,32,0
2016,Jan,WFM01,Further Pure Mathematics F1,75,,61,54,47,41,35,0
2016,Jan,WMA01,Core Mathematics C12,125,,99,86,74,62,50,0
2016,Jan,WMA02,Core Mathematics C34,125,115,105,92,79,67,55,0
2016,Jan,WME01,Mechanics M1,75,,62,56,50,44,38,0
2016,Jan,WME02,Mechanics M2,75,68,61,53,46,39,32,0
2016,Jan,WME03,Mechanics M3,75,67,60,53,46,39,32,0
2016,Jan,WPH01,Physics On The Go,80,,53,49,45,41,37,0
2016,Jan,WPH02,Physics At Work,80,,47,42,37,33,29,0
2016,Jan,WPH03,Exploring Physics,40,,30,26,22,19,16,0
2016,Jan,WPH04,Physics On The Move,80,64,59,54,49,44,40,0
2016,Jan,WPH05,Physics from Creation to Collapse,80,66,60,54,48,42,36,0
2016,Jan,WPH06,Experimental Physics,40,31,28,25,22,20,18,0
2016,Jan,WST01,Statistics S1,75,,58,51,45,39,33,0
2016,Jan,WST02,Statistics S2,75,70,65,57,49,42,35,0
2015,Jun,WAC01,Unit 1: The Accounting System and,200,,145,128,111,94,78,0
2015,Jun,WAC02,Unit 2: Corporate and Management,200,166,149,132,115,98,82,0
2015,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,60,55,50,46,42,0
2015,Jun,WBI02,"Development, Plants and the Environment",80,,59,55,51,47,43,0
2015,Jun,WBI03,Practical Biology and Research Skills,40,,34,31,28,25,23,0
2015,Jun,WBI04,The Natural Environment and Species,90,63,59,55,51,48,45,0
2015,Jun,WBI05,"Energy, Exercise and Coordination",90,68,63,58,53,49,45,0
2015,Jun,WBI06,Practical Biology and Investigative Skills,50,46,42,36,31,26,21,0
2015,Jun,WBS01,Business Enterprise,80,,52,47,42,37,33,0
2015,Jun,WBS02,Business Structures and Processes,80,,50,46,42,39,36,0
2015,Jun,WBS03,Strategic Business Decisions,80,61,56,51,47,43,39,0
2015,Jun,WBS04,Business in a Global Context,80,64,57,50,44,38,32,0
2015,Jun,WCH01,Core Principles Of Chemistry,80,,67,60,53,47,41,0
2015,Jun,WCH02,Application of Core Principles of Chemistry,80,,57,51,45,39,34,0
2015,Jun,WCH03,Chemistry Laboratory Skills I,50,,30,26,22,18,15,0
2015,Jun,WCH04,"General Principles Of Chemistry I: Rates,",90,73,68,63,58,53,48,0
2015,Jun,WCH05,General Principles Of Chemistry II –,90,66,60,54,48,42,36,0
2015,Jun,WCH06,Chemistry Laboratory Skills II,50,37,34,31,28,25,22,0
2015,Jun,WDM01,Decision Mathematics D1,75,,59,53,47,42,37,0
2015,Jun,WEC01,Markets in Action,80,,62,55,49,43,37,0
2015,Jun,WEC02,Macroeconomic Performance and Policy,80,,56,50,45,40,35,0
2015,Jun,WEC03,Business Behavior,80,61,55,49,43,38,33,0
2015,Jun,WEC04,Developments in the Global Economy,80,67,60,53,47,41,35,0
2015,Jun,WFM01,Further Pure Mathematics F1,75,,59,52,45,38,32,0
2015,Jun,WFM02,Further Pure Mathematics F2,75,69,64,56,49,42,35,0
2015,Jun,WFM03,Further Pure Mathematics F3,75,60,54,48,42,36,30,0
2015,Jun,WMA01,Core Mathematics C12,125,,99,87,75,63,52,0
2015,Jun,WMA02,Core Mathematics C34,125,101,89,77,65,53,41,0
2015,Jun,WME01,Mechanics M1,75,,59,53,47,41,36,0
2015,Jun,WME02,Mechanics M2,75,68,61,54,47,40,33,0
2015,Jun,WME03,Mechanics M3,75,68,62,55,48,41,35,0
2015,Jun,WPH01,Physics On The Go,80,,50,47,44,41,38,0
2015,Jun,WPH02,Physics At Work,80,,51,45,40,35,30,0
2015,Jun,WPH03,Exploring Physics,40,,33,30,27,24,22,0
2015,Jun,WPH04,Physics On The Move,80,68,62,56,51,46,41,0
2015,Jun,WPH05,Physics from Creation to Collapse,80,57,52,47,43,39,35,0
2015,Jun,WPH06,Experimental Physics,40,32,29,26,23,20,18,0
2015,Jun,WST01,Statistics S1,75,,56,49,42,35,29,0
2015,Jun,WST02,Statistics S2,75,67,60,52,44,37,30,0
2015,Jun,WST03,Statistics S3,75,70,65,58,51,44,38,0
2015,Jun,YLA0,International A level Law,100,62,57,52,47,42,37,0
2015,Jan,WAC01,Unit 1: The Accounting System and,200,,145,126,107,88,70,0
2015,Jan,WAC02,Unit 2: Corporate and Management,200,162,143,124,106,88,70,0
2015,Jan,WBI01,"Lifestyle, Transport, Genes and Health",80,,63,57,51,45,40,0
2015,Jan,WBI02,"Development, Plants and the Environment",80,,52,47,42,37,33,0
2015,Jan,WBI03,Practical Biology and Research Skills,40,,32,28,25,22,19,0
2015,Jan,WBI04,The Natural Environment and Species,90,65,59,53,48,43,38,0
2015,Jan,WBI05,"Energy, Exercise and Coordination",90,65,60,55,50,45,40,0
2015,Jan,WBI06,Practical Biology and Investigative Skills,50,44,39,33,28,23,18,0
2015,Jan,WBS01,Business Enterprise,80,,51,46,41,36,32,0
2015,Jan,WBS02,Business Structures and Processes,80,,50,46,42,38,35,0
2015,Jan,WBS03,Strategic Business Decisions,80,58,53,48,43,38,33,0
2015,Jan,WBS04,Business in a Global Context,80,57,52,47,42,37,32,0
2015,Jan,WCH01,Core Principles Of Chemistry,80,,61,55,50,45,40,0
2015,Jan,WCH02,Application of Core Principles of Chemistry,80,,59,53,47,42,37,0
2015,Jan,WCH03,Chemistry Laboratory Skills I,50,,33,29,25,21,17,0
2015,Jan,WCH04,"General Principles Of Chemistry I: Rates,",90,78,71,64,57,50,43,0
2015,Jan,WCH05,General Principles Of Chemistry II –,90,64,58,52,46,40,34,0
2015,Jan,WCH06,Chemistry Laboratory Skills II,50,35,31,27,24,21,18,0
2015,Jan,WDM01,Decision Mathematics D1,75,,61,55,49,44,39,0
2015,Jan,WEC01,Markets in Action,80,,61,54,48,42,36,0
2015,Jan,WEC02,Macroeconomic Performance and Policy,80,,57,51,46,41,36,0
2015,Jan,WEC03,Business Behavior,80,67,60,53,46,39,32,0
2015,Jan,WEC04,Developments in the Global Economy,80,64,57,50,43,36,30,0
2015,Jan,WFM01,Further Pure Mathematics F1,75,,60,52,45,38,31,0
2015,Jan,WMA01,Core Mathematics C12,125,,89,77,65,53,41,0
2015,Jan,WMA02,Core Mathematics C34,125,109,96,83,70,57,45,0
2015,Jan,WME01,Mechanics M1,75,,54,47,41,35,29,0
2015,Jan,WME02,Mechanics M2,75,68,62,54,46,38,31,0
2015,Jan,WME03,Mechanics M3,75,68,62,54,47,40,33,0
2015,Jan,WPH01,Physics On The Go,80,,53,48,43,38,34,0
2015,Jan,WPH02,Physics At Work,80,,49,44,39,35,31,0
2015,Jan,WPH03,Exploring Physics,40,,30,26,23,20,17,0
2015,Jan,WPH04,Physics On The Move,80,67,61,55,49,44,39,0
2015,Jan,WPH05,Physics from Creation to Collapse,80,62,57,52,47,42,38,0
2015,Jan,WPH06,Experimental Physics,40,30,27,24,21,18,16,0
2015,Jan,WST01,Statistics S1,75,,59,51,44,37,30,0
2015,Jan,WST02,Statistics S2,75,67,60,52,44,37,30,0
2014,Jun,WAC01,Unit 1: The Accounting System and,200,,142,125,108,92,76,0
2014,Jun,WAC02,Unit 2: Corporate and Management,200,145,130,115,101,87,73,0
2014,Jun,WBI01,"Lifestyle, Transport, Genes and Health",80,,58,54,50,46,43,0
2014,Jun,WBI02,"Development, Plants and the Environment",80,,61,57,53,49,45,0
2014,Jun,WBI03,Practical Biology and Research Skills,40,,29,26,23,20,17,0
2014,Jun,WBI04,The Natural Environment and Species,90,65,60,55,51,47,43,0
2014,Jun,WBI05,"Energy, Exercise and Coordination",90,68,63,58,54,50,46,0
2014,Jun,WBI06,Practical Biology and Investigative Skills,50,45,41,36,31,27,23,0
2014,Jun,WBS01,Business Enterprise,80,,51,45,39,33,28,0
2014,Jun,WBS02,Business Structures and Processes,80,,47,44,41,38,35,0
2014,Jun,WBS03,Strategic Business Decisions,80,66,60,54,48,42,37,0
2014,Jun,WBS04,Business in a Global Context,80,59,52,45,39,33,27,0
2014,Jun,WCH01,Core Principles Of Chemistry,80,,66,59,52,46,40,0
2014,Jun,WCH02,Application of Core Principles of Chemistry,80,,62,56,50,45,40,0
2014,Jun,WCH03,Chemistry Laboratory Skills I,50,,34,30,26,22,19,0
2014,Jun,WCH04,"General Principles Of Chemistry I: Rates,",90,80,74,68,62,56,50,0
2014,Jun,WCH05,General Principles Of Chemistry II –,90,64,58,52,47,42,37,0
2014,Jun,WCH06,Chemistry Laboratory Skills II,50,41,37,33,29,26,23,0
2014,Jun,WDM01,Decision Mathematics D1,75,,58,52,46,41,36,0
2014,Jun,WEC01,Markets in Action,80,,59,53,47,42,37,0
2014,Jun,WEC02,Macroeconomic Performance and Policy,80,,57,51,45,40,35,0
2014,Jun,WEC03,Business Behavior,80,65,58,51,44,37,31,0
2014,Jun,WEC04,Developments in the Global Economy,80,67,60,53,46,40,34,0
2014,Jun,WFM01,Further Pure Mathematics F1,75,,61,53,45,37,29,0
2014,Jun,WFM02,Further Pure Mathematics F2,75,68,62,55,48,41,35,0
2014,Jun,WFM03,Further Pure Mathematics F3,75,63,56,49,42,36,30,0
2014,Jun,WMA01,Core Mathematics C12,125,,80,69,58,47,36,0
2014,Jun,WMA02,Core Mathematics C34,125,102,89,76,63,51,39,0
2014,Jun,WME01,Mechanics M1,75,,60,53,47,41,35,0
2014,Jun,WME02,Mechanics M2,75,63,56,49,42,35,28,0
2014,Jun,WME03,Mechanics M3,75,68,62,54,46,38,31,0
2014,Jun,WPH01,Physics On The Go,80,,53,48,43,39,35,0
2014,Jun,WPH02,Physics At Work,80,,47,42,37,32,27,0
2014,Jun,WPH03,Exploring Physics,40,,28,25,22,19,16,0
2014,Jun,WPH04,Physics On The Move,80,63,57,51,46,41,36,0
2014,Jun,WPH05,Physics from Creation to Collapse,80,66,61,56,51,47,43,0
2014,Jun,WPH06,Experimental Physics,40,33,29,25,22,19,16,0
2014,Jun,WST01,Statistics S1,75,,59,51,43,36,29,0
2014,Jun,WST02,Statistics S2,75,67,60,53,47,41,35,0
2014,Jun,WST03,Statistics S3,75,69,64,57,51,45,39,0
2014,Jun,YLA0,International A level Law,100,67,61,55,50,45,40,0
2014,Jan,WAC01,Unit 1: The Accounting System and,200,,135,115,96,77,58,0
2014,Jan,WAC02,Unit 2: Corporate and Management,200,148,130,112,94,76,58,0
2014,Jan,WBI01,"Lifestyle, Transport, Genes and Health",80,,58,53,48,43,38,0
2014,Jan,WBI02,"Development, Plants and the Environment",80,,64,59,54,50,46,0
2014,Jan,WBI03,Practical Biology and Research Skills,40,,32,28,24,21,18,0
2014,Jan,WBI04,The Natural Environment and Species,90,62,57,52,48,44,40,0
2014,Jan,WBI05,"Energy, Exercise and Coordination",90,70,63,56,49,42,36,0
2014,Jan,WBI06,Practical Biology and Investigative Skills,50,41,37,33,29,25,21,0
2014,Jan,WBS01,Business Enterprise,80,,56,51,46,42,38,0
2014,Jan,WBS02,Business Structures and Processes,80,,53,48,43,38,33,0
2014,Jan,WBS03,Strategic Business Decisions,80,64,58,52,46,40,35,0
2014,Jan,WBS04,Business in a Global Context,80,61,55,49,43,38,33,0
2014,Jan,WCH01,Core Principles Of Chemistry,80,,58,52,46,41,36,0
2014,Jan,WCH02,Application of Core Principles of Chemistry,80,,58,53,48,43,38,0
2014,Jan,WCH03,Chemistry Laboratory Skills I,50,,31,27,23,20,17,0
2014,Jan,WCH04,"General Principles Of Chemistry I: Rates,",90,79,72,65,58,51,44,0
2014,Jan,WCH05,General Principles Of Chemistry II –,90,73,65,57,50,43,36,0
2014,Jan,WCH06,Chemistry Laboratory Skills II,50,43,39,35,31,27,24,0
2014,Jan,WDM01,Decision Mathematics D1,75,,63,57,51,45,39,0
2014,Jan,WEC01,Markets in Action,80,,63,56,50,44,38,0
2014,Jan,WEC02,Macroeconomic Performance and Policy,80,,62,56,51,46,41,0
2014,Jan,WEC03,Business Behavior,80,67,59,51,44,37,30,0
2014,Jan,WEC04,Developments in the Global Economy,80,62,56,50,44,38,32,0
2014,Jan,WFM01,Further Pure Mathematics F1,75,,60,52,45,38,31,0
2014,Jan,WMA01,Core Mathematics C12,125,,99,86,74,62,50,0
2014,Jan,WMA02,Core Mathematics C34,125,112,100,86,73,60,47,0
2014,Jan,WME01,Mechanics M1,75,,56,49,42,35,29,0
2014,Jan,WME02,Mechanics M2,75,64,57,50,43,36,30,0
2014,Jan,WME03,Mechanics M3,75,65,57,49,42,35,28,0
2014,Jan,WPH01,Physics On The Go,80,,55,49,44,39,34,0
2014,Jan,WPH02,Physics At Work,80,,54,48,43,38,33,0
2014,Jan,WPH03,Exploring Physics,40,,31,27,23,20,17,0
2014,Jan,WPH04,Physics On The Move,80,65,59,53,47,42,37,0
2014,Jan,WPH05,Physics from Creation to Collapse,80,67,61,55,49,44,39,0
2014,Jan,WPH06,Experimental Physics,40,27,24,21,18,15,13,0
2014,Jan,WST01,Statistics S1,75,,60,52,44,36,29,0
2014,Jan,WST02,Statistics S2,75,69,64,56,48,41,34,0
